volcano_number,volcano_name_x,primary_volcano_type,last_eruption_year,country,region,subregion,latitude_x,longitude_x,elevation,tectonic_settings,evidence_category,major_rock_1,major_rock_2,major_rock_3,major_rock_4,major_rock_5,minor_rock_1,minor_rock_2,minor_rock_3,minor_rock_4,minor_rock_5,population_within_5_km,population_within_10_km,population_within_30_km,population_within_100_km,volcano_name_y,eruption_number,eruption_category,area_of_activity,vei,start_year,start_month,start_day,evidence_method_dating,end_year,end_month,end_day,latitude_y,longitude_y
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17087,Uncertain Eruption,Minami-dake,1.0,1954.0,11.0,16.0,,1954.0,12.0,16.0,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17086,Confirmed Eruption,Minami-dake,1.0,1950.0,6.0,29.0,Historical Observations,1950.0,9.0,9.0,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17085,Confirmed Eruption,East flank of Minami-dake (750 m),1.0,1948.0,7.0,27.0,Historical Observations,1948.0,7.0,27.0,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17084,Confirmed Eruption,East flank of Minami-dake (750 m),2.0,1946.0,1.0,0.0,Historical Observations,1946.0,11.0,0.0,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17083,Confirmed Eruption,East flank of Minami-dake (750 m),1.0,1942.0,7.0,16.0,Historical Observations,1942.0,7.0,16.0,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17082,Confirmed Eruption,East flank of Minami-dake (750 m),2.0,1941.0,4.0,28.0,Historical Observations,1941.0,8.0,26.0,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17081,Confirmed Eruption,Minami-dake and east flank (750 m),2.0,1940.0,4.0,24.0,Historical Observations,1940.0,7.0,9.0,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17080,Confirmed Eruption,East flank of Minami-dake (750 m),2.0,1939.0,10.0,26.0,Historical Observations,1939.0,11.0,12.0,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17079,Confirmed Eruption,Minami-dake,2.0,1938.0,2.0,25.0,Historical Observations,1938.0,3.0,31.0,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17078,Confirmed Eruption,Minami-dake,1.0,1935.0,9.0,20.0,Historical Observations,1935.0,9.0,24.0,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17077,Confirmed Eruption,"West, east and SE flanks",4.0,1914.0,1.0,12.0,Historical Observations,1915.0,5.0,0.0,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17072,Uncertain Eruption,Minami-dake,1.0,1899.0,9.0,24.0,,1899.0,9.0,25.0,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17071,Confirmed Eruption,Minami-dake,1.0,1860.0,0.0,0.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17070,Confirmed Eruption,Minami-dake,2.0,1799.0,3.0,27.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17069,Confirmed Eruption,Minami-dake,2.0,1797.0,0.0,0.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17068,Confirmed Eruption,Minami-dake,2.0,1794.0,0.0,0.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17067,Uncertain Eruption,Minami-dake,2.0,1792.0,0.0,0.0,,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17066,Confirmed Eruption,Minami-dake,2.0,1791.0,9.0,11.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17065,Confirmed Eruption,Minami-dake,2.0,1790.0,7.0,29.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17064,Confirmed Eruption,,2.0,1785.0,11.0,20.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17063,Confirmed Eruption,,3.0,1783.0,9.0,3.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17062,Confirmed Eruption,NE flank (offshore),2.0,1782.0,1.0,18.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17061,Confirmed Eruption,"NE flank, off NE coast, south flank",4.0,1779.0,11.0,8.0,Historical Observations,1781.0,5.0,0.0,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17060,Discredited Eruption,,,1766.0,6.0,5.0,,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17059,Confirmed Eruption,Minami-dake,2.0,1756.0,9.0,9.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17058,Confirmed Eruption,"Minami-dake summit, west flank?",2.0,1749.0,9.0,0.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17057,Confirmed Eruption,Minami-dake,2.0,1742.0,4.0,6.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17056,Confirmed Eruption,Minami-dake,2.0,1706.0,1.0,0.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17055,Confirmed Eruption,Minami-dake,2.0,1678.0,3.0,1.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17054,Uncertain Eruption,,2.0,1670.0,6.0,1.0,,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17053,Confirmed Eruption,Minami-dake,2.0,1642.0,4.0,6.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17052,Confirmed Eruption,Minami-dake,2.0,1478.0,9.0,23.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17051,Confirmed Eruption,"NE and SW flanks, summit crater",5.0,1471.0,11.0,3.0,Historical Observations,1476.0,10.0,8.0,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17050,Confirmed Eruption,Minami-dake,2.0,1468.0,0.0,0.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17049,Confirmed Eruption,,0.0,778.0,0.0,0.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17048,Confirmed Eruption,,3.0,766.0,7.0,20.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17047,Confirmed Eruption,East flank (Nabe-yama),4.0,764.0,1.0,0.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17046,Confirmed Eruption,,3.0,716.0,0.0,0.0,Historical Observations,718.0,0.0,0.0,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17045,Uncertain Eruption,,3.0,712.0,0.0,0.0,,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,13772,Confirmed Eruption,,3.0,708.0,0.0,0.0,Historical Observations,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,16986,Confirmed Eruption,Minami-dake,,-650.0,0.0,0.0,Radiocarbon (uncorrected),,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17044,Confirmed Eruption,,,-1050.0,0.0,0.0,Magnetism,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17043,Confirmed Eruption,,,-2050.0,0.0,0.0,Magnetism,,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17042,Confirmed Eruption,Kita-dake,4.0,-2900.0,0.0,0.0,Radiocarbon (uncorrected),,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17041,Confirmed Eruption,Kita-dake,4.0,-3050.0,0.0,0.0,Radiocarbon (uncorrected),,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17040,Confirmed Eruption,Kita-dake,,-4800.0,0.0,0.0,Radiocarbon (uncorrected),,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17039,Confirmed Eruption,Kita-dake,,-5400.0,0.0,0.0,Radiocarbon (uncorrected),,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17038,Confirmed Eruption,Kita-dake,,-5950.0,0.0,0.0,Radiocarbon (uncorrected),,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17037,Confirmed Eruption,Kita-dake,5.0,-6050.0,0.0,0.0,Radiocarbon (uncorrected),,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17035,Confirmed Eruption,Kita-dake,,-6350.0,0.0,0.0,Radiocarbon (uncorrected),,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17034,Confirmed Eruption,Kita-dake,,-7750.0,0.0,0.0,Radiocarbon (uncorrected),,,,31.593,130.657
282080,Aira,Caldera,2020,Japan,"Japan, Taiwan, Marianas",Ryukyu Islands and Kyushu,31.593,130.657,1117,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite,Rhyolite, , , , , , , ,4918,113874,905254,2610033,Aira,17036,Confirmed Eruption,Wakamiko Caldera,6.0,-8050.0,,,Radiocarbon (uncorrected),,,,31.593,130.657
300125,Akademia Nauk,Stratovolcano(es),1996,Russia,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.98,159.45,1180,Subduction zone / Continental crust (>25 km),Eruption Observed,Andesite / Basaltic Andesite,Dacite, , , ,Basalt / Picro-Basalt,Rhyolite, , , ,3,3,615,12484,Akademia Nauk,19125,Confirmed Eruption,North margin of Karymsky Lake,3.0,1996.0,1.0,2.0,Historical Observations,1996.0,1.0,3.0,53.98,159.45
